state,session,chamber,bill_id,title,created_at,updated_at,type,subjects
nv,2010Special26,upper,SR 3,Provides for the appointment of attaches. (BDR R-4),2011-02-04 20:37:12.316000,2011-02-04 20:37:12.316000,resolution,
nv,75,lower,AB 1,"Prohibits certain demonstrations at a funeral, memorial service or ceremony. (BDR 15-150)",2010-09-01 16:27:50.806000,2010-12-16 21:57:00.842000,bill,
nv,75,lower,AB 10,Makes various changes concerning certain health care professionals who report certain information to licensing boards or other governmental entities or who cooperate in investigations of certain health care professionals. (BDR 40-219),2010-09-01 16:27:50.856000,2010-12-16 21:57:00.887000,bill,
nv,75,lower,AB 100,Revises provisions governing education. (BDR 34-424),2010-09-01 16:27:51.389000,2010-12-16 21:57:01.407000,bill,
nv,75,lower,AB 101,Revises provisions governing the support of children. (BDR 38-340),2010-09-01 16:27:51.395000,2010-12-16 21:57:01.412000,bill,
nv,75,lower,AB 102,Revises provisions governing problem gambling. (BDR 40-329),2010-09-01 16:27:51.401000,2010-12-16 21:57:01.418000,bill,
nv,75,lower,AB 103,"Provides for the audit, inspection, review and survey of certain facilities for children. (BDR 17-102)",2010-09-01 16:27:51.406000,2010-12-16 21:57:01.433000,bill,
nv,75,lower,AB 104,Revises the provisions governing the failure to appear in court for the commission of certain misdemeanor traffic offenses. (BDR 14-95),2010-09-01 16:27:51.410000,2010-12-16 21:57:01.435000,bill,
nv,75,lower,AB 105,Makes various changes concerning genetic marker testing of certain criminal defendants. (BDR 14-51),2010-09-01 16:27:51.415000,2010-12-16 21:57:01.440000,bill,
nv,75,lower,AB 106,Provides for the regulation of certified medication aides. (BDR 54-288),2010-09-01 16:27:51.419000,2010-12-16 21:57:01.442000,bill,
nv,75,lower,AB 107,Creates the Advisory Committee for the Prevention and Treatment of Stroke and Heart Disease within the Health Division of the Department of Health and Human Services. (BDR 40-208),2010-09-01 16:27:51.425000,2010-12-16 21:57:01.448000,bill,
nv,75,lower,AB 108,Revises provisions governing community managers of common-interest communities. (BDR 10-178),2010-09-01 16:27:51.429000,2010-12-16 21:57:01.451000,bill,
nv,75,lower,AB 109,Revises provisions governing special license plates. (BDR 43-958),2010-09-01 16:27:51.436000,2010-12-16 21:57:01.457000,bill,
nv,75,lower,AB 11,Revises provisions governing the Governor Guinn Millennium Scholarship Program. (BDR 34-388),2010-09-01 16:27:50.860000,2010-12-16 21:57:00.890000,bill,
nv,75,lower,AB 110,Revises provisions relating to the compensation of members of the Commission on Special License Plates. (BDR 43-959),2010-09-01 16:27:51.438000,2010-12-16 21:57:01.469000,bill,
nv,75,lower,AB 111,Revises provisions governing certain residential facilities for groups and homes for individual residential care. (BDR 40-99),2010-09-01 16:27:51.445000,2010-12-16 21:57:01.475000,bill,
nv,75,lower,AB 112,Establishes provisions relating to the coordinated response to public health emergencies and other health events. (BDR 40-214),2010-09-01 16:27:51.460000,2010-12-16 21:57:01.481000,bill,
nv,75,lower,AB 113,Revises provisions relating to the information specified on the label of the container for a prescription drug. (BDR 54-86),2010-09-01 16:27:51.463000,2010-12-16 21:57:01.483000,bill,
nv,75,lower,AB 114,Makes changes concerning compensation to victims of crime. (BDR 16-624),2010-09-01 16:27:51.469000,2010-12-16 21:57:01.488000,bill,
nv,75,lower,AB 115,"Revises provisions governing the registration and protection of trademarks, trade names and service marks. (BDR 52-287)",2010-09-01 16:27:51.472000,2010-12-16 21:57:01.490000,bill,
nv,75,lower,AB 116,Revises provisions concerning compensation for victims of crime. (BDR 16-1),2010-09-01 16:27:51.478000,2010-12-16 21:57:01.495000,bill,
nv,75,lower,AB 117,Makes various changes relating to parole hearings. (BDR 16-630),2010-09-01 16:27:51.484000,2010-12-16 21:57:01.510000,bill,
nv,75,lower,AB 118,Revises provisions governing associations of self-insured employers. (BDR 53-695),2010-09-01 16:27:51.487000,2010-12-16 21:57:01.512000,bill,
nv,75,lower,AB 119,Requires the comprehensive regional plan in certain counties to include provisions concerning the sustainability of certain water resources. (BDR 22-750),2010-09-01 16:27:51.493000,2010-12-16 21:57:01.518000,bill,
nv,75,lower,AB 12,Revises the date of the primary election. (BDR 24-226),2010-09-01 16:27:50.862000,2010-12-16 21:57:00.891000,bill,
nv,75,lower,AB 120,Makes changes concerning orders for protection of victims of sexual assault. (BDR 15-625),2010-09-01 16:27:51.499000,2010-12-16 21:57:01.523000,bill,
nv,75,lower,AB 121,Makes various changes concerning health care facilities that employ nurses. (BDR 40-492),2010-09-01 16:27:51.508000,2010-12-16 21:57:01.530000,bill,
nv,75,lower,AB 122,Makes various changes relating to the Office for Consumer Health Assistance. (BDR 18-35),2010-09-01 16:27:51.535000,2010-12-16 21:57:01.536000,bill,
nv,75,lower,AB 123,Revises provisions governing certain offices of physicians and related facilities and surgical centers for ambulatory patients. (BDR 40-215),2010-09-01 16:27:51.542000,2010-12-16 21:57:01.552000,bill,
nv,75,lower,AB 124,Revises provisions governing unemployment compensation. (BDR 53-667),2010-09-01 16:27:51.548000,2010-12-16 21:57:01.558000,bill,
nv,75,lower,AB 125,Requires surgical centers for ambulatory patients to obtain certain national certification. (BDR 40-68),2010-09-01 16:27:51.551000,2010-12-16 21:57:01.560000,bill,
nv,75,lower,AB 126,Makes various changes to the provisions relating to certain sexual offenses. (BDR 14-69),2010-09-01 16:27:51.554000,2010-12-16 21:57:01.562000,bill,
nv,75,lower,AB 127,Requires certain pro rata refunds for the cancellation of the registration of vehicles owned by Armed Forces personnel assigned to serve abroad on active duty. (BDR 43-538),2010-09-01 16:27:51.558000,2010-12-16 21:57:01.564000,bill,
nv,75,lower,AB 128,Revises provisions relating to the reporting of campaign contributions and expenditures. (BDR 24-700),2010-09-01 16:27:51.561000,2010-12-16 21:57:01.566000,bill,
nv,75,lower,AB 129,Revises provisions governing common-interest communities. (BDR 10-34),2010-09-01 16:27:51.567000,2010-12-16 21:57:01.572000,bill,
nv,75,lower,AB 13,"Revises provisions governing expenditures by school districts for textbooks, instructional supplies and instructional hardware. (BDR 34-295)",2010-09-01 16:27:50.868000,2010-12-16 21:57:00.897000,bill,
nv,75,lower,AB 130,Revises provisions governing metropolitan police departments. (BDR 22-632),2010-09-01 16:27:51.586000,2010-12-16 21:57:01.590000,bill,
nv,75,lower,AB 131,Revises provisions relating to certain payments to contractors. (BDR 54-282),2010-09-01 16:27:51.589000,2010-12-16 21:57:01.592000,bill,
nv,75,lower,AB 132,Revises certain provisions relating to an award of damages in an action for forcible or unlawful entry or detention of real property. (BDR 3-791),2010-09-01 16:27:51.595000,2010-12-16 21:57:01.597000,bill,
nv,75,lower,AB 133,Establishes provisions concerning the disbursement of escrow money in real estate transactions. (BDR 54-647),2010-09-01 16:27:51.601000,2010-12-16 21:57:01.603000,bill,
nv,75,lower,AB 134,Makes an appropriation to the Greater Las Vegas After-School All-Stars for certain after-school programs. (BDR S-253),2010-09-01 16:27:51.605000,2010-12-16 21:57:01.605000,bill,
nv,75,lower,AB 135,Requires the State Treasurer to review and the State Board of Finance to approve certain state financial obligations before the obligations are issued or incurred. (BDR 30-617),2010-09-01 16:27:51.613000,2010-12-16 21:57:01.612000,bill,
nv,75,lower,AB 136,Establishes the State Program for Oral Health. (BDR 40-861),2010-09-01 16:27:51.630000,2010-12-16 21:57:01.617000,bill,
nv,75,lower,AB 137,Revises provisions governing branch laboratories of the State Hygienic Laboratory. (BDR 40-201),2010-09-01 16:27:51.636000,2010-12-16 21:57:01.622000,bill,
nv,75,lower,AB 138,Creates a new requirement for railroad trains. (BDR 58-598),2010-09-01 16:27:51.640000,2010-12-16 21:57:01.625000,bill,
nv,75,lower,AB 139,"Requires the compilation, analysis and reporting of information concerning low-income housing and housing suitable for use by persons with disabilities. (BDR 25-225)",2010-09-01 16:27:51.646000,2010-12-16 21:57:01.641000,bill,
nv,75,lower,AB 14,Revises provisions governing testing and reporting of results of pupils. (BDR 34-294),2010-09-01 16:27:50.874000,2010-12-16 21:57:00.903000,bill,
nv,75,lower,AB 140,Makes various changes to provisions relating to foreclosures of real property. (BDR 2-228),2010-09-01 16:27:51.653000,2010-12-16 21:57:01.647000,bill,
nv,75,lower,AB 141,"Establishes a recovery fund for persons defrauded by mortgage brokers, mortgage agents or mortgage bankers. (BDR 54-229)",2010-09-01 16:27:51.662000,2010-12-16 21:57:01.654000,bill,
nv,75,lower,AB 142,Authorizes the creation of affordable housing districts in certain counties. (BDR 22-87),2010-09-01 16:27:51.675000,2010-12-16 21:57:01.656000,bill,
nv,75,lower,AB 143,Provides for judicial review of certain decisions of a housing authority. (BDR 25-802),2010-09-01 16:27:51.679000,2010-12-16 21:57:01.658000,bill,
nv,75,lower,AB 144,Revises various provisions relating to loans secured by liens on real property. (BDR 54-89),2010-09-01 16:27:51.685000,2010-12-16 21:57:01.664000,bill,
nv,75,lower,AB 145,Requires school districts to grant the use of certain athletic fields to nonprofit organizations which provide programs for youth sports. (BDR 34-815),2010-09-01 16:27:51.700000,2010-12-16 21:57:01.667000,bill,
nv,75,lower,AB 146,Provides for the establishment of a state business portal. (BDR 7-972),2010-09-01 16:27:51.710000,2010-12-16 21:57:01.685000,bill,
nv,75,lower,AB 147,"Requires local governments, under certain circumstances, to grant preference to local bidders bidding on certain contracts for goods or services for a temporary period. (BDR 27-753)",2010-09-01 16:27:51.719000,2010-12-16 21:57:01.692000,bill,
nv,75,lower,AB 148,Requires certain health and safety training for construction workers and supervisors. (BDR 53-276),2010-09-01 16:27:51.728000,2010-12-16 21:57:01.699000,bill,
nv,75,lower,AB 149,Revises provisions governing foreclosures on property. (BDR 9-824),2010-09-01 16:27:51.737000,2010-12-16 21:57:01.707000,bill,
nv,75,lower,AB 15,Revises provisions governing sterilization requirements for dogs and cats. (BDR 50-203),2010-09-01 16:27:50.880000,2010-12-16 21:57:00.909000,bill,
nv,75,lower,AB 150,Provides for the regulation of tanning establishments by the State Board of Cosmetology. (BDR 54-491),2010-09-01 16:27:51.741000,2010-12-16 21:57:01.720000,bill,
nv,75,lower,AB 151,Makes various changes concerning mortgage lending. (BDR 54-567),2010-09-01 16:27:51.759000,2010-12-16 21:57:01.727000,bill,
nv,75,lower,AB 152,Makes various changes concerning mortgage lending and related professions. (BDR 54-787),2010-09-01 16:27:51.766000,2010-12-16 21:57:01.733000,bill,
nv,75,lower,AB 153,Revises provisions governing the issuance of drivers' licenses to certain persons. (BDR 43-77),2010-09-01 16:27:51.769000,2010-12-16 21:57:01.736000,bill,
nv,75,lower,AB 154,Revises provisions governing the policies of school districts relating to criminal gang activity. (BDR 34-143),2010-09-01 16:27:51.776000,2010-12-16 21:57:01.741000,bill,
nv,75,lower,AB 155,Enacts provisions related to multicultural education. (BDR 34-142),2010-09-01 16:27:51.780000,2010-12-16 21:57:01.744000,bill,
nv,75,lower,AB 156,Requires certain courts to use collection agencies to collect certain debts. (BDR 1-292),2010-09-01 16:27:51.783000,2010-12-16 21:57:01.746000,bill,
nv,75,lower,AB 157,Provides that the head of a household which receives Temporary Assistance for Needy Families must accept certain employment. (BDR 38-137),2010-09-01 16:27:51.801000,2010-12-16 21:57:01.759000,bill,
nv,75,lower,AB 158,Revises provisions governing education. (BDR 34-205),2010-09-01 16:27:51.804000,2010-12-16 21:57:01.761000,bill,
nv,75,lower,AB 159,"Prohibits the Governor or any other state officer or employee, without authorization by the Legislature, from binding the State to the requirements of an international trade agreement or otherwise committing the State to comply with the nontariff terms of an international trade agreement. (BDR 52-386)",2010-09-01 16:27:51.811000,2010-12-16 21:57:01.767000,bill,
nv,75,lower,AB 16,Provides for the disclosure of certain information to an emergency response employee concerning possible exposure to an infectious disease. (BDR 40-600),2010-09-01 16:27:50.886000,2010-12-16 21:57:00.925000,bill,
nv,75,lower,AB 160,Provides certain economic incentives for certain motion picture companies. (BDR 18-814),2010-09-01 16:27:51.817000,2010-12-16 21:57:01.770000,bill,
nv,75,lower,AB 161,Revises provisions relating to domestic violence. (BDR 14-490),2010-09-01 16:27:51.819000,2010-12-16 21:57:01.772000,bill,
nv,75,lower,AB 162,Requires certain policies of health insurance and health care plans to provide coverage for screening for and treatment of autism. (BDR 57-44),2010-09-01 16:27:51.838000,2010-12-16 21:57:01.780000,bill,
nv,75,lower,AB 163,Authorizes certain governmental entities to adopt regulations or ordinances to allow certain low emission and energy-efficient vehicles to be operated in designated lanes. (BDR 43-40),2010-09-01 16:27:51.848000,2010-12-16 21:57:01.787000,bill,
nv,75,lower,AB 164,Revises certain provisions concerning the crime of battery. (BDR 15-251),2010-09-01 16:27:51.857000,2010-12-16 21:57:01.805000,bill,
nv,75,lower,AB 165,Revises the provisions governing the Fund to Stabilize the Operation of the State Government. (BDR 31-580),2010-09-01 16:27:51.881000,2010-12-16 21:57:01.813000,bill,
nv,75,lower,AB 166,Makes various changes to provisions relating to employment practices. (BDR 53-30),2010-09-01 16:27:51.885000,2010-12-16 21:57:01.816000,bill,
nv,75,lower,AB 167,Requires certain policies of health insurance and health care plans to provide coverage for acupuncture treatments in certain circumstances. (BDR 57-49),2010-09-01 16:27:51.889000,2010-12-16 21:57:01.819000,bill,
nv,75,lower,AB 168,Revises sentencing provisions relating to certain convicted persons who provide substantial assistance in the investigation or prosecution of other offenses. (BDR 40-653),2010-09-01 16:27:51.896000,2010-12-16 21:57:01.825000,bill,
nv,75,lower,AB 169,Makes various changes concerning the regulation of motor carriers. (BDR 58-870),2010-09-01 16:27:51.904000,2010-12-16 21:57:01.842000,bill,
nv,75,lower,AB 17,Revises provisions concerning persons who steal parts of streetlights and traffic-control devices. (BDR 15-643),2010-09-01 16:27:50.890000,2010-12-16 21:57:00.928000,bill,
nv,75,lower,AB 170,Requires the Department of Motor Vehicles to use thumbprints to identify applicants for drivers' licenses and identification cards issued by the Department. (BDR 43-698),2010-09-01 16:27:51.919000,2010-12-16 21:57:01.845000,bill,
nv,75,lower,AB 171,Requires the State Board of Cosmetology to allow the use of fish in pedicures. (BDR 54-639),2010-09-01 16:27:51.922000,2010-12-16 21:57:01.847000,bill,
nv,75,lower,AB 172,Requires certain charitable organizations which receive proceeds from special license plates to provide additional organizational information annually to certain entities. (BDR 43-366),2010-09-01 16:27:51.928000,2010-12-16 21:57:01.852000,bill,
nv,75,lower,AB 173,Makes various changes relating to occupational diseases. (BDR 53-898),2010-09-01 16:27:51.935000,2010-12-16 21:57:01.857000,bill,
nv,75,lower,AB 174,Exempts the State Public Works Board from the requirements relating to construction managers at risk. (BDR 28-992),2010-09-01 16:27:51.942000,2010-12-16 21:57:01.863000,bill,
nv,75,lower,AB 175,Temporarily revises the provisions governing the prequalification of bidders on public works of this State. (BDR 28-1032),2010-09-01 16:27:51.956000,2010-12-16 21:57:01.866000,bill,
nv,75,lower,AB 176,Revises provisions relating to administrators of facilities for long-term care. (BDR 54-173),2010-09-01 16:27:51.963000,2010-12-16 21:57:01.872000,bill,
nv,75,lower,AB 177,Revises provisions concerning short-term leases of passenger cars. (BDR 43-194),2010-09-01 16:27:51.969000,2010-12-16 21:57:01.878000,bill,
nv,75,lower,AB 178,Makes various changes to provisions relating to industrial insurance. (BDR 53-221),2010-09-01 16:27:51.973000,2010-12-16 21:57:01.891000,bill,
nv,75,lower,AB 179,Revises provisions governing postconviction genetic marker analysis. (BDR 14-869),2010-09-01 16:27:51.981000,2010-12-16 21:57:01.898000,bill,
nv,75,lower,AB 18,Authorizes the issuance of bonds for environmental improvement projects for Lake Tahoe. (BDR S-375),2010-09-01 16:27:50.895000,2010-12-16 21:57:00.933000,bill,
nv,75,lower,AB 180,Designates Engine No. 40 of the Nevada Northern Railway as an official state locomotive of the State of Nevada. (BDR 19-734),2010-09-01 16:27:51.988000,2010-12-16 21:57:01.904000,bill,
nv,75,lower,AB 181,Revises provisions governing charter schools. (BDR 34-550),2010-09-01 16:27:51.995000,2010-12-16 21:57:01.910000,bill,
nv,75,lower,AB 182,Makes various changes concerning crimes involving explosives. (BDR 15-195),2010-09-01 16:27:52.001000,2010-12-16 21:57:01.915000,bill,
nv,75,lower,AB 183,Authorizes the Board of Wildlife Commissioners to establish an additional kind of drawing for the existing allotment of big game tags and wild turkey tags. (BDR 45-76),2010-09-01 16:27:52.005000,2010-12-16 21:57:01.918000,bill,
nv,75,lower,AB 184,Prohibits discrimination with regard to gender identity or expression. (BDR 53-792),2010-09-01 16:27:52.009000,2010-12-16 21:57:01.931000,bill,
nv,75,lower,AB 185,"Makes an appropriation for the Women's Research Institute of Nevada and the National Education for Women's Leadership program at the University of Nevada, Las Vegas. (BDR S-799)",2010-09-01 16:27:52.013000,2010-12-16 21:57:01.934000,bill,
nv,75,lower,AB 186,Revises the definition of “public utility” and “utility.” (BDR 58-189),2010-09-01 16:27:52.019000,2010-12-16 21:57:01.939000,bill,
nv,75,lower,AB 187,Authorizes the establishment by district courts of a program for the treatment of certain offenders who are veterans or members of the military. (BDR 14-955),2010-09-01 16:27:52.037000,2010-12-16 21:57:01.946000,bill,
nv,75,lower,AB 188,Authorizes the Board of Regents of the University of Nevada to waive certain fees and tuition for certain persons. (BDR 34-915),2010-09-01 16:27:52.045000,2010-12-16 21:57:01.952000,bill,
nv,75,lower,AB 189,Revises provisions governing the eviction of certain tenants from property. (BDR 3-655),2010-09-01 16:27:52.062000,2010-12-16 21:57:01.956000,bill,
nv,75,lower,AB 19,Revises provisions governing education and makes appropriations. (BDR 34-296),2010-09-01 16:27:50.898000,2010-12-16 21:57:00.936000,bill,
nv,75,lower,AB 190,Provides for a study of issues regarding the death penalty. (BDR S-764),2010-09-01 16:27:52.067000,2010-12-16 21:57:01.963000,bill,
nv,75,lower,AB 191,Revises provisions governing certain examinations of the height and weight of pupils. (BDR 34-827),2010-09-01 16:27:52.074000,2010-12-16 21:57:01.968000,bill,
nv,75,lower,AB 192,Revises provisions governing certain performance contracts for operating cost-savings measures. (BDR 27-245),2010-09-01 16:27:52.080000,2010-12-16 21:57:01.974000,bill,
nv,75,lower,AB 193,Provides for reporting by certain governmental entities concerning certain financial information. (BDR S-243),2010-09-01 16:27:52.087000,2010-12-16 21:57:01.981000,bill,
nv,75,lower,AB 194,Makes various changes to provisions governing master guides and subguides. (BDR 45-258),2010-09-01 16:27:52.094000,2010-12-16 21:57:01.986000,bill,
nv,75,lower,AB 195,Revises provisions concerning certain prevailing wage requirements. (BDR 28-506),2010-09-01 16:27:52.098000,2010-12-16 21:57:01.989000,bill,
nv,75,lower,AB 196,Revises provisions relating to the licensure of facilities for refractive surgery. (BDR 40-813),2010-09-01 16:27:52.103000,2010-12-16 21:57:02.004000,bill,
nv,75,lower,AB 197,Makes certain changes to provisions governing sales of subdivided land. (BDR 10-37),2010-09-01 16:27:52.106000,2010-12-16 21:57:02.006000,bill,
nv,75,lower,AB 198,Creates the Deferred Savings Option Program within the Public Employees' Retirement System. (BDR 23-29),2010-09-01 16:27:52.109000,2010-12-16 21:57:02.008000,bill,
nv,75,lower,AB 199,Revises provisions relating to fights between animals. (BDR 50-717),2010-09-01 16:27:52.125000,2010-12-16 21:57:02.014000,bill,
nv,75,lower,AB 2,Requires each officer of the Nevada Highway Patrol to complete certain training in the proper installation of a child restraint system. (BDR 43-2),2010-09-01 16:27:50.809000,2010-12-16 21:57:00.845000,bill,
nv,75,lower,AB 20,Revises provisions governing homes for individual residential care and other facilities and agencies licensed by the Health Division of the Department of Health and Human Services. (BDR 40-335),2010-09-01 16:27:50.904000,2010-12-16 21:57:00.942000,bill,
nv,75,lower,AB 200,Extends limited immunity from civil liability to certain medical providers who render gratuitous care under certain circumstances. (BDR 3-469),2010-09-01 16:27:52.129000,2010-12-16 21:57:02.017000,bill,
nv,75,lower,AB 201,Prescribes the requirements for surrogate decision makers to give informed consent for certain behavioral or medical research. (BDR 40-816),2010-09-01 16:27:52.133000,2010-12-16 21:57:02.020000,bill,
nv,75,lower,AB 202,Makes various changes concerning cosmetology and certain related practices. (BDR 54-681),2010-09-01 16:27:52.140000,2010-12-16 21:57:02.026000,bill,
nv,75,lower,AB 203,Revises provisions relating to state financial administration. (BDR 31-129),2010-09-01 16:27:52.145000,2010-12-16 21:57:02.030000,bill,
nv,75,lower,AB 204,Revises provisions relating to common-interest communities. (BDR 10-920),2010-09-01 16:27:52.172000,2010-12-16 21:57:02.047000,bill,
nv,75,lower,AB 205,Makes various changes relating to the administration of property taxes. (BDR 32-703),2010-09-01 16:27:52.178000,2010-12-16 21:57:02.052000,bill,
nv,75,lower,AB 206,Revises provisions relating to public health. (BDR 40-858),2010-09-01 16:27:52.184000,2010-12-16 21:57:02.057000,bill,
nv,75,lower,AB 207,Makes various changes concerning common-interest communities. (BDR 10-694),2010-09-01 16:27:52.190000,2010-12-16 21:57:02.064000,bill,
nv,75,lower,AB 208,Revises provisions governing certification of crane operators. (BDR 53-114),2010-09-01 16:27:52.196000,2010-12-16 21:57:02.069000,bill,
nv,75,lower,AB 209,Revises provisions governing the attendance of certain offenders at meetings of panels of victims of crimes relating to driving under the influence. (BDR 43-872),2010-09-01 16:27:52.202000,2010-12-16 21:57:02.085000,bill,
nv,75,lower,AB 21,Revises provisions governing the verification of motor vehicle liability insurance policies by the Department of Motor Vehicles. (BDR 43-437),2010-09-01 16:27:50.910000,2010-12-16 21:57:00.946000,bill,
nv,75,lower,AB 210,Revises provisions governing driving under the influence. (BDR 43-871),2010-09-01 16:27:52.206000,2010-12-16 21:57:02.087000,bill,
nv,75,lower,AB 211,Makes various changes concerning the meetings of boards of trustees of school districts. (BDR 34-144),2010-09-01 16:27:52.209000,2010-12-16 21:57:02.089000,bill,
nv,75,lower,AB 212,Revises provisions governing eligibility for a Millennium Scholarship. (BDR 34-141),2010-09-01 16:27:52.214000,2010-12-16 21:57:02.092000,bill,
nv,75,lower,AB 213,Requires the establishment of the Cancer Drug Donation Program. (BDR 40-39),2010-09-01 16:27:52.221000,2010-12-16 21:57:02.099000,bill,
nv,75,lower,AB 214,Revises provisions regarding industrial injuries and occupational diseases. (BDR 53-25),2010-09-01 16:27:52.228000,2010-12-16 21:57:02.105000,bill,
nv,75,lower,AB 215,Makes various changes relating to construction. (BDR 54-893),2010-09-01 16:27:52.235000,2010-12-16 21:57:02.111000,bill,
nv,75,lower,AB 216,Revises provisions relating to the Nevada Academy of Health. (BDR 40-1119),2010-09-01 16:27:52.250000,2010-12-16 21:57:02.116000,bill,
nv,75,lower,AB 217,Prohibits minors from using cellular telephones and similar devices while operating motor vehicles. (BDR 43-32),2010-09-01 16:27:52.255000,2010-12-16 21:57:02.120000,bill,
nv,75,lower,AB 218,Makes various changes relating to gaming. (BDR 41-603),2010-09-01 16:27:52.263000,2010-12-16 21:57:02.137000,bill,
nv,75,lower,AB 219,Enacts provisions governing certain blood tests for children. (BDR 40-682),2010-09-01 16:27:52.269000,2010-12-16 21:57:02.142000,bill,
nv,75,lower,AB 22,Revises provisions relating to certain trade practices. (BDR 52-428),2010-09-01 16:27:50.918000,2010-12-16 21:57:00.964000,bill,
nv,75,lower,AB 220,Makes various changes regarding the purchase of property for school construction. (BDR 22-551),2010-09-01 16:27:52.286000,2010-12-16 21:57:02.148000,bill,
nv,75,lower,AB 221,Makes various changes relating to the provisions governing the Fund to Stabilize the Operation of the State Government. (BDR 31-677),2010-09-01 16:27:52.290000,2010-12-16 21:57:02.151000,bill,
nv,75,lower,AB 222,Makes an appropriation to the Department of Health and Human Services to create the Nevada Autism Task Force and to provide funding for certain autism programs and services. (BDR S-990),2010-09-01 16:27:52.293000,2010-12-16 21:57:02.154000,bill,
nv,75,lower,AB 223,Revises provisions concerning preferences for bidders on certain state purchasing and public works contracts. (BDR 27-857),2010-09-01 16:27:52.303000,2010-12-16 21:57:02.172000,bill,
nv,75,lower,AB 224,Revises provisions relating to unfair practices in settling insurance claims. (BDR 57-923),2010-09-01 16:27:52.309000,2010-12-16 21:57:02.177000,bill,
nv,75,lower,AB 225,Revises certain provisions relating to county fire departments. (BDR 20-908),2010-09-01 16:27:52.315000,2010-12-16 21:57:02.183000,bill,
nv,75,lower,AB 226,Makes various changes concerning the financial organization of irrigation districts. (BDR 48-991),2010-09-01 16:27:52.322000,2010-12-16 21:57:02.188000,bill,
