state,session,chamber,bill_id,title,created_at,updated_at,type,subjects
or,2011 Regular Session,lower,HB 2014,Requires registered nurse to report certain injuries to appropriate law enforcement agency.,2011-06-13 14:45:58.468000,2012-08-28 20:28:26.150000,bill,State Agencies|Public Services|Health|Legal Issues
or,2011 Regular Session,lower,HB 2015,Prohibits increase in transit district payroll tax rate without demonstrated increase in level of service.,2011-06-13 14:45:58.983000,2012-08-28 20:28:28.865000,bill,
or,2011 Regular Session,lower,HB 2016,Requires patient seeking prescription for medication to end patient's life to undergo counseling.,2011-06-13 14:45:58.485000,2012-08-28 20:28:26.181000,bill,Environmental|Health
or,2011 Regular Session,lower,HB 2017,"Requires contracting agency to set aside amount equal to 1.5 percent of amount contracting agency budgeted for public improvement contracts and dedicate amount toward including appropriate solar energy technology in construction, reconstruction or major renovation of public buildings.",2011-06-13 14:45:59.019000,2012-08-28 20:28:29.001000,bill,Energy
or,2011 Regular Session,lower,HB 2018,Prohibits distribution of list of electors that indicates whether elector cast ballot in election until day after date of election.,2011-06-13 14:45:58.454000,2012-08-28 20:28:26.108000,bill,Campaign Finance and Election Issues
or,2011 Regular Session,lower,HB 2019,Provides that Adjutant General may not place or retain person in unit designated for active federal service outside state if person is sibling of person killed while serving on active duty with Armed Forces of United States.,2011-06-13 14:46:08.217000,2012-08-28 20:28:28.314000,bill,Military
or,2011 Regular Session,lower,HB 2020,"Directs Oregon Department of Administrative Services to report to Joint Committee on Ways and Means ratio of public employees to supervisory employees, ratio of public employees to managerial employees and number of positions for managerial employees who do not act in supervisory capacity.",2011-06-13 14:46:03.896000,2012-08-28 20:28:30.185000,bill,Labor and Employment|Public Services|Business and Consumers|State Agencies
or,2011 Regular Session,lower,HB 2021,Authorizes State Board of Education to adopt fees for certain activities related to career schools.,2011-06-13 14:46:03.879000,2012-08-28 20:28:45.551000,bill,
or,2011 Regular Session,lower,HB 2022,Clarifies terms of probation and suspension for licensee of career school.,2011-06-13 14:45:59.320000,2012-08-28 20:28:30.194000,bill,
or,2011 Regular Session,lower,HB 2023,Allows Superintendent of Public Instruction to grant exemption to authorize agency of executive department to regulate certain career schools.,2011-06-13 14:46:03.901000,2012-08-28 20:28:45.562000,bill,State Agencies
or,2011 Regular Session,lower,HB 2024,Allows Superintendent of Public Instruction to retain reasonable costs related to investigation and assessment of career school civil penalties.,2011-06-13 14:46:03.910000,2012-08-28 20:28:45.574000,bill,
or,2011 Regular Session,lower,HB 2025,Allows State Board of Education to adopt rules related to general governance and operation of career schools.,2011-06-13 14:46:07.854000,2012-08-28 20:29:06.008000,bill,
or,2011 Regular Session,lower,HB 2026,Requires State Board of Education to adopt minimum standards related to financial soundness of owner of career school.,2011-06-13 14:45:59.332000,2012-08-28 20:28:30.208000,bill,
or,2011 Regular Session,lower,HB 2027,"Expands definition of ""agent"" for purpose of career schools.",2011-06-13 14:45:59.329000,2012-08-28 20:28:30.204000,bill,
or,2011 Regular Session,lower,HB 2028,Allows sponsor of public charter school to terminate charter for failure of school to have audit prepared or failure of school to forward other information to sponsor.,2011-06-13 14:45:59.256000,2012-08-28 20:28:30.101000,bill,"Education|Budget, Spending, and Taxes"
or,2011 Regular Session,lower,HB 2029,Requires transfer of student education records to school district when charter is terminated or public charter school is dissolved.,2011-06-13 14:46:03.809000,2012-08-28 20:28:45.074000,bill,Public Services|Education|Legal Issues
or,2011 Regular Session,lower,HB 2030,Changes resident school district of public charter school students who receive special education and related services to school district in which public charter school is located.,2011-06-13 14:46:00.177000,2012-08-28 20:28:31.748000,bill,"Education|Budget, Spending, and Taxes"
or,2011 Regular Session,lower,HB 2031,Increases filing fee for candidates for office of state Senator and state Representative.,2011-06-13 14:46:00.180000,2012-08-28 20:28:31.752000,bill,Campaign Finance and Election Issues
or,2011 Regular Session,lower,HB 2032,Directs Department of Transportation to conduct study regarding cost and feasibility of replacing Marquam Bridge.,2011-06-13 14:46:00.150000,2012-08-28 20:28:31.741000,bill,Environmental|Transportation|Animal Rights and Wildlife Issues|Municipal and County Issues
or,2011 Regular Session,lower,HB 2033,Establishes Career and Technical Education Revitalization Grant Program for purpose of awarding grants to school districts to provide career and technical education.,2011-06-13 14:46:00.154000,2012-08-28 20:28:31.745000,bill,"Education|Budget, Spending, and Taxes"
or,2011 Regular Session,lower,HB 2034,Requires apprenticeship agreement to be registered within 45 days of start of apprenticeship.,2011-06-13 14:46:00.144000,2012-08-28 20:28:31.733000,bill,Business and Consumers
or,2011 Regular Session,lower,HB 2035,Standardizes time limitations for filing civil actions for unlawful discrimination.,2011-06-13 14:46:00.147000,2012-08-28 20:28:31.738000,bill,
or,2011 Regular Session,lower,HB 2036,Clarifies application of statutes related to unlawful discrimination against persons with disabilities.,2011-06-13 14:46:00.135000,2012-08-28 20:28:31.711000,bill,State Agencies|Public Services|Crime|Legal Issues|Civil Liberties and Civil Rights
or,2011 Regular Session,lower,HB 2037,Requires Commissioner of Bureau of Labor and Industries to award costs and reasonable attorney fees when complainant prevails for cease and desist order.,2011-06-13 14:46:00.138000,2012-08-28 20:28:31.728000,bill,
or,2011 Regular Session,lower,HB 2038,Conforms Oregon law related to expression of milk in workplace to federal law.,2011-06-13 14:46:00.183000,2012-08-28 20:28:31.755000,bill,Reproductive Issues|Sexual Orientation and Gender Issues|Family and Children Issues
or,2011 Regular Session,lower,HB 2039,Subjects employer that issues dishonored check for payment of wages to statutory damages and attorney fees.,2011-06-13 14:46:00.189000,2012-08-28 20:28:31.763000,bill,
or,2011 Regular Session,lower,HB 2040,Removes firefighters from and adds boiler operators to types of employees exempt from provision limiting maximum working hours for certain industries.,2011-06-13 14:46:00.913000,2012-08-28 20:28:34.133000,bill,Housing and Property|State Agencies|Public Services|Energy|Labor and Employment
or,2011 Regular Session,lower,HB 2041,Authorizes Commissioner of Bureau of Labor and Industries to issue temporary cease and desist order under certain circumstances.,2011-06-13 14:46:00.907000,2012-08-28 20:28:34.125000,bill,
or,2011 Regular Session,lower,HB 2042,Permits person to provide Department of Transportation with odometer reading for vehicle 10 years old or older.,2011-06-13 14:46:00.888000,2012-08-28 20:28:34.121000,bill,
or,2011 Regular Session,lower,HB 2043,Allows agency ombudsman to treat communications to ombudsman or ombudsman staff as confidential.,2011-06-13 14:46:00.884000,2012-08-28 20:28:34.116000,bill,
or,2011 Regular Session,lower,HB 2044,Requires Department of Human Services to report to Seventy-seventh Legislative Assembly on changes necessary to implement federal health care law.,2011-06-13 14:46:02.142000,2012-08-28 20:28:38.117000,bill,Resolutions
or,2011 Regular Session,lower,HB 2045,Requires Department of Human Services to review statutory laws governing programs administered by department and identify changes to laws needed to reflect budget changes.,2011-06-13 14:46:02.139000,2012-08-28 20:28:37.997000,bill,Resolutions
or,2011 Regular Session,lower,HB 2046,Enacts Interstate Compact for the Placement of Children.,2011-06-13 14:46:00.923000,2012-08-28 20:28:34.145000,bill,Environmental|Energy|Legal Issues|Family and Children Issues
or,2011 Regular Session,lower,HB 2047,"Designates private residential boarding school that provides academic education and therapeutic care as ""child-caring agency"" subject to licensure requirements of Department of Human Services.",2011-06-13 14:46:00.920000,2012-08-28 20:28:34.140000,bill,Education
or,2011 Regular Session,lower,HB 2048,"Authorizes Department of Human Services to maintain list of, instead of contracting with, lawyers and nonprofit legal services organizations to represent recipients of State Family Pre-SSI/SSDI program assistance in administrative hearings before Social Security Administration.",2011-06-13 14:46:00.939000,2012-08-28 20:28:34.201000,bill,Public Services|Legal Issues|Legislative Affairs
or,2011 Regular Session,lower,HB 2049,"Permits Department of Human Services to take actions during biennium beginning on July 1, 2011, to reduce expenditures related to temporary assistance for needy families program.",2011-06-13 14:46:00.933000,2012-08-28 20:28:34.194000,bill,Public Services
or,2011 Regular Session,lower,HB 2050,"Removes ""permanent foster care"" as option for out-of-home placement of ward in substitute care of Department of Human Services.",2011-06-13 14:46:06.502000,2012-08-28 20:28:59.827000,bill,
or,2011 Regular Session,lower,HB 2051,Provides that Department of Human Services is to determine qualification for and set amount of adoption payments through negotiations with prospective adoptive parents.,2011-06-13 14:46:01.703000,2012-08-28 20:28:37.116000,bill,Resolutions|Legal Issues|Legislative Affairs
or,2011 Regular Session,lower,HB 2052,"Expands definition of ""child"" for purposes of payments to subsidize adoption made by Department of Human Services.",2011-06-13 14:46:01.711000,2012-08-28 20:28:37.149000,bill,Resolutions
or,2011 Regular Session,lower,HB 2053,Requires preparation of minority racial and ethnic impact statement by Department of Human Services when legislation may affect minority racial and ethnic population receiving services.,2011-06-13 14:46:01.718000,2012-08-28 20:28:37.167000,bill,Resolutions|Family and Children Issues
or,2011 Regular Session,lower,HB 2054,Authorizes Department of Human Services to delay annual renewal of long term care facility license until compliance is certified following on-site inspection.,2011-06-13 14:46:01.726000,2012-08-28 20:28:37.177000,bill,Senior Issues|Health
or,2011 Regular Session,lower,HB 2055,"Requires Department of Human Services to adopt rules defining ""abuse, neglect or misappropriation of resident property"" for purposes of nursing assistant registry to conform definition to federal law.",2011-06-13 14:46:01.730000,2012-08-28 20:28:37.182000,bill,Senior Issues|State Agencies|Health
or,2011 Regular Session,lower,HB 2056,Requires Department of Human Services to report to Seventy-seventh Legislative Assembly on changes necessary to implement federal law with respect to programs administered by department for seniors and persons with disabilities.,2011-06-13 14:46:06.518000,2012-08-28 20:28:59.981000,bill,Resolutions
or,2011 Regular Session,lower,HB 2057,"Expands definition of ""person with a disability"" for persons who are served by Department of Human Services.",2011-06-13 14:46:06.535000,2012-08-28 20:29:00.017000,bill,Resolutions
or,2011 Regular Session,lower,HB 2058,Authorizes Director of Human Services to impose civil penalty on unlicensed person providing adult foster care.,2011-06-13 14:46:01.744000,2012-08-28 20:28:37.195000,bill,State Agencies
or,2011 Regular Session,lower,HB 2059,Provides that moneys payable to ward in custody of Department of Human Services under settlement agreement or pursuant to judgment shall be paid into trust account or subaccount established by department or Oregon Health Authority for purpose of receiving such funds.,2011-06-13 14:46:01.761000,2012-08-28 20:28:37.203000,bill,Judiciary
or,2011 Regular Session,lower,HB 2060,Authorizes Employment Department to disclose employment-related information to Department of Human Services and Oregon Health Authority to assist in collection of certain debts.,2011-06-13 14:46:02.549000,2012-08-28 20:28:39.494000,bill,Public Services|Legal Issues
or,2011 Regular Session,lower,HB 2061,"Permits governmental agency to conduct transaction electronically or create or retain electronic record of transaction without individual's agreement or consent if agency creates, sends, accepts, generates, communicates, stores, processes, uses or relies on electronic records regularly and in course of ordinary agency business.",2011-06-13 14:46:02.542000,2012-08-28 20:28:39.488000,bill,Public Services|State Agencies
or,2011 Regular Session,lower,HB 2062,Requires public body on behalf of which contracting agency conducts procurement to perform required cost analysis or make required feasibility determination.,2011-06-13 14:46:02.556000,2012-08-28 20:28:39.502000,bill,Public Services
or,2011 Regular Session,lower,HB 2063,"Requires Oregon Department of Administrative Services and Capital Projects Advisory Board to use definitions, criteria and methods to evaluate extent of deferred maintenance on state facilities.",2011-06-13 14:46:02.553000,2012-08-28 20:28:39.499000,bill,State Agencies|Business and Consumers|Crime
or,2011 Regular Session,lower,HB 2064,Authorizes Oregon Department of Administrative Services to enter into agreement with Department of Transportation that allows Oregon Department of Administrative Services to provide access to driving records using electronic government portal.,2011-06-13 14:46:02.521000,2012-08-28 20:28:39.401000,bill,State Agencies|Government Reform|Business and Consumers|Technology and Communication
or,2011 Regular Session,lower,HB 2065,Modifies definitions and other provisions relating to regulation of licensed professional counselors and marriage and family therapists.,2011-06-13 14:46:02.518000,2012-08-28 20:28:39.365000,bill,Recreation
or,2011 Regular Session,lower,HB 2066,Requires applicant for license as tax consultant or tax preparer to possess preparer tax identification number.,2011-06-13 14:46:02.535000,2012-08-28 20:28:39.481000,bill,Business and Consumers
or,2011 Regular Session,lower,HB 2067,Provides that information developed or obtained by Oregon Board of Accountancy as part of investigation of violation is confidential until notice is issued for contested case hearing or matter investigated is finally resolved by board action or consent order.,2011-06-13 14:46:02.528000,2012-08-28 20:28:39.439000,bill,"Legal Issues|Judiciary|Budget, Spending, and Taxes|Crime"
or,2011 Regular Session,lower,HB 2068,Clarifies authority of State Board of Psychologist Examiners to impose civil penalties.,2011-06-13 14:46:02.514000,2012-08-28 20:28:39.262000,bill,Health
or,2011 Regular Session,lower,HB 2069,Extends terms of loans made from Special Public Works Fund.,2011-06-13 14:46:02.490000,2012-08-28 20:28:39.220000,bill,
or,2011 Regular Session,lower,HB 2070,Clarifies roles of Oregon Business Development Commission and Oregon Infrastructure Finance Authority Board with respect to Oregon Infrastructure Finance Authority.,2011-06-13 14:46:03.264000,2012-08-28 20:28:41.596000,bill,Housing and Property
or,2011 Regular Session,lower,HB 2071,Authorizes Department of Revenue to require filing of income and excise tax returns by electronic means.,2011-06-13 14:46:03.270000,2012-08-28 20:28:41.636000,bill,
or,2011 Regular Session,lower,HB 2072,Provides consistency between statutes administering taxes imposed on cigarettes and taxes imposed on tobacco products other than cigarettes.,2011-06-13 14:46:03.241000,2012-08-28 20:28:41.384000,bill,Legal Issues
or,2011 Regular Session,lower,HB 2073,Directs State Forester to serve as Governor's authorized representative for federal fire management assistance grants.,2011-06-13 14:46:03.247000,2012-08-28 20:28:41.492000,bill,
or,2011 Regular Session,lower,HB 2074,Changes name of Oregon Pre-Disaster Mitigation Fund to Oregon Emergency Preparedness Account.,2011-06-13 14:46:03.283000,2012-08-28 20:28:41.720000,bill,
or,2011 Regular Session,lower,HB 2075,Establishes alternative methods for telecommunications provider to satisfy requirement to collect and remit tax on customer access to 9-1-1 emergency reporting system from prepaid telecommunications service customers.,2011-06-13 14:46:05.164000,2012-08-28 20:28:51.593000,bill,
or,2011 Regular Session,lower,HB 2076,Clarifies obligation of providers of telecommunications services and equipment to comply with requirements for 9-1-1 emergency communications.,2011-06-13 14:46:03.275000,2012-08-28 20:28:41.668000,bill,
or,2011 Regular Session,lower,HB 2077,Authorizes Department of State Police to enter into real property agreements and take title as necessary for performance of specialized services.,2011-06-13 14:46:05.131000,2012-08-28 20:28:51.070000,bill,Business and Consumers
or,2011 Regular Session,lower,HB 2078,Repeals certain statutes regarding fire escapes and other fire safety requirements.,2011-06-13 14:46:05.115000,2012-08-28 20:28:51.023000,bill,
or,2011 Regular Session,lower,HB 2079,"Requires that smoke alarm or smoke detector in transferred property having dwelling unit or lodging house, and installation of alarm or detector, be in conformance with State Fire Marshal rules.",2011-06-13 14:46:03.224000,2012-08-28 20:28:41.140000,bill,Housing and Property|Public Services|Legal Issues
or,2011 Regular Session,lower,HB 2080,"Requires that certain court orders indicate that person subject to order is barred from possessing, receiving, shipping or transporting firearm or firearm ammunition.",2011-06-13 14:46:02.881000,2012-08-28 20:28:40.171000,bill,Health|Guns
or,2011 Regular Session,lower,HB 2081,Creates offense of unlawfully idling primary engine of commercial vehicle.,2011-06-13 14:46:02.878000,2012-08-28 20:28:40.140000,bill,Education
or,2011 Regular Session,lower,HB 2082,Allows Director of the Department of Environmental Quality to approve certain settlements concerning releases of hazardous substances.,2011-06-13 14:46:02.871000,2012-08-28 20:28:40.130000,bill,Business and Consumers
or,2011 Regular Session,lower,HB 2083,Exempts from disclosure mortgage loan documents Director of Department of Consumer and Business Services obtains during mortgage lending examination.,2011-06-13 14:46:02.868000,2012-08-28 20:28:40.095000,bill,Legal Issues|Public Services|Judiciary|Crime
or,2011 Regular Session,lower,HB 2084,Permits Director of Department of Consumer and Business Services to appoint advisory committee that represents persons likely to be affected by mortgage lending rules that director adopts.,2011-06-13 14:46:02.862000,2012-08-28 20:28:40.086000,bill,
or,2011 Regular Session,lower,HB 2085,Modifies provisions relating to prearrangement sales of funeral or cemetery merchandise or services and preconstruction sales of interment spaces.,2011-06-13 14:46:02.857000,2012-08-28 20:28:40.081000,bill,Business and Consumers|Legal Issues|Crime
or,2011 Regular Session,lower,HB 2086,Subjects person that advertises or purports to operate as appraisal management company to requirement to register with Department of Consumer and Business Services.,2011-06-13 14:46:02.833000,2012-08-28 20:28:40.077000,bill,Judiciary|Legal Issues|Crime
or,2011 Regular Session,lower,HB 2087,Specifies applicability of provisions guaranteeing coverage for policies and contracts regulated by Oregon Life and Health Insurance Guaranty Association.,2011-06-13 14:46:02.830000,2012-08-28 20:28:40.056000,bill,Legal Issues|Crime
or,2011 Regular Session,lower,HB 2088,"Requires person engaging in occupation of inspecting amusement rides, amusement devices or rental amusement devices to possess professional qualifications as established by Department of Consumer and Business Services.",2011-06-13 14:46:02.888000,2012-08-28 20:28:40.181000,bill,Housing and Property|Recreation|Public Services|Legal Issues|Insurance
or,2011 Regular Session,lower,HB 2089,"Reduces Department of Consumer and Business Services' role in regulating amusement rides, amusement devices and rental amusement devices.",2011-06-13 14:46:02.884000,2012-08-28 20:28:40.175000,bill,Housing and Property|Recreation|Public Services|Legal Issues|Insurance
or,2011 Regular Session,lower,HB 2090,"Prohibits supervising, directing or performing installation, alteration or repair of elevator in manner that results in elevator failing to meet minimum safety standards.",2011-06-13 14:46:03.624000,2012-08-28 20:28:44.210000,bill,Housing and Property|Legal Issues
or,2011 Regular Session,lower,HB 2091,Authorizes Director of Department of Consumer and Business Services to determine languages other than English and Spanish in which certain information made available to agricultural employers for dissemination to employees shall be provided.,2011-06-13 14:46:03.631000,2012-08-28 20:28:44.227000,bill,Agriculture and Food|Labor and Employment
or,2011 Regular Session,lower,HB 2092,Modifies manner in which notice of compliance is made available to subject employers.,2011-06-13 14:46:03.647000,2012-08-28 20:28:44.309000,bill,Labor and Employment|State Agencies|Health|Family and Children Issues
or,2011 Regular Session,lower,HB 2093,Limits provision of managed care services for injured workers to certified managed care organizations.,2011-06-13 14:46:03.653000,2012-08-28 20:28:44.319000,bill,Labor and Employment|State Agencies|Family and Children Issues
or,2011 Regular Session,lower,HB 2094,Authorizes delay in reconsideration proceeding for notice of claim closure in workers' compensation claim under certain circumstances.,2011-06-13 14:46:03.610000,2012-08-28 20:28:44.060000,bill,Labor and Employment|State Agencies|Family and Children Issues
or,2011 Regular Session,lower,HB 2095,Enacts Interstate Insurance Product Regulation Compact.,2011-06-13 14:46:03.615000,2012-08-28 20:28:44.096000,bill,Insurance
or,2011 Regular Session,lower,HB 2096,Adds one voting member with expertise in health policy or risk management to Public Employees' Benefit Board.,2011-06-13 14:46:03.618000,2012-08-28 20:28:44.193000,bill,
or,2011 Regular Session,lower,HB 2097,Expands Oregon Prescription Drug Program to include coverage of medical supplies necessary for using or administering prescription drugs.,2011-06-13 14:46:03.621000,2012-08-28 20:28:44.201000,bill,
or,2011 Regular Session,lower,HB 2098,Authorizes Oregon Health Authority to require prior authorization for coverage of mental health drug not on drug list of Practitioner-Managed Prescription Drug Plan.,2011-06-13 14:46:03.656000,2012-08-28 20:28:44.325000,bill,Health
or,2011 Regular Session,lower,HB 2099,Requires Department of Revenue to make place on personal income tax return form for information about taxpayer's uninsured child and referral for health insurance coverage.,2011-06-13 14:46:03.660000,2012-08-28 20:28:44.328000,bill,Resolutions|Legal Issues
or,2011 Regular Session,lower,HB 2100,"Establishes Pharmacy and Therapeutics Committee to perform functions of Drug Use Review Board, which is abolished.",2011-06-13 14:46:07.898000,2012-08-28 20:29:06.138000,bill,Legal Issues|Public Services|Judiciary|Crime|Health|State Agencies|Education|Resolutions
or,2011 Regular Session,lower,HB 2101,Requires Oregon Health Authority to designate nonprofit entity to administer state policies and programs for electronic exchange of health information.,2011-06-13 14:46:07.901000,2012-08-28 20:29:06.145000,bill,
or,2011 Regular Session,lower,HB 2102,Requires Oregon Health Authority to adopt rules consistent with state privacy statutes to govern use and disclosure of electronic health information under strategic health information technology plan.,2011-06-13 14:46:07.885000,2012-08-28 20:29:06.114000,bill,Health
or,2011 Regular Session,lower,HB 2103,"Specifies that persons either convicted of driving while under influence of intoxicants or entering diversion agreements may use state medical assistance program to support medically necessary chemical dependency services related to screening interview, treatment program or diagnostic assessment.",2011-06-13 14:46:07.892000,2012-08-28 20:29:06.125000,bill,Crime
or,2011 Regular Session,lower,HB 2104,Increases fee paid by persons convicted of driving while under the influence of intoxicants and persons entering into driving while under the influence of intoxicants diversion agreement to Director of Oregon Health Authority for deposit in Intoxicated Driver Program Fund.,2011-06-13 14:46:07.878000,2012-08-28 20:29:06.101000,bill,Drugs|State Agencies|Transportation|Crime
or,2011 Regular Session,lower,HB 2105,Requires Oregon Health Authority to establish one or more pilot projects through which authority shall contract with managed care entities to establish capitation rates for payment of mental health drugs.,2011-06-13 14:46:07.882000,2012-08-28 20:29:06.110000,bill,Health
or,2011 Regular Session,lower,HB 2106,Modifies jurisdiction of Psychiatric Security Review Board.,2011-06-13 14:46:07.857000,2012-08-28 20:29:06.016000,bill,Health
or,2011 Regular Session,lower,HB 2107,Allows physician or provider to disregard declaration for mental health treatment if principal is committed to state hospital or facility in certain circumstances.,2011-06-13 14:46:07.864000,2012-08-28 20:29:06.022000,bill,Health
or,2011 Regular Session,lower,HB 2108,Establishes standards and procedures for determining fitness of youth to proceed on delinquency petition.,2011-06-13 14:46:07.920000,2012-08-28 20:29:06.161000,bill,Health
or,2011 Regular Session,lower,HB 2109,"Modifies certain provisions related to employees of residential facilities serving individuals with alcohol or drug dependence to exclude them from criminal records check requirement, exempt them from elder abuse reporting requirements and reinstate exemption from disqualification due to conviction of specified crimes.",2011-06-13 14:46:07.923000,2012-08-28 20:29:06.165000,bill,Drugs|Resolutions|Health|Legal Issues|Crime
or,2011 Regular Session,lower,HB 2110,Increases tax on cigarettes and other tobacco products.,2011-06-13 14:46:07.067000,2012-08-28 20:29:02.653000,bill,
or,2011 Regular Session,lower,HB 2111,Modifies provisions relating to isolation and quarantine of persons with communicable disease and isolation of property contaminated with toxic substance.,2011-06-13 14:46:07.064000,2012-08-28 20:29:02.636000,bill,
or,2011 Regular Session,lower,HB 2112,Authorizes laboratory of Oregon Health Authority to examine excretions and environmental samples and perform examinations for government agencies and licensed practitioners outside of Oregon.,2011-06-13 14:46:07.098000,2012-08-28 20:29:02.801000,bill,
or,2011 Regular Session,lower,HB 2113,Modifies retirement plan options of persons elected or appointed as members of Legislative Assembly.,2011-06-13 14:46:07.071000,2012-08-28 20:29:02.794000,bill,Labor and Employment|Public Services|State Agencies
or,2011 Regular Session,lower,HB 2114,Provides that inactive member of pension program of Oregon Public Service Retirement Plan who withdrew amounts in individual account program becomes member of individual account program immediately upon reemployment in qualifying position.,2011-06-13 14:46:07.105000,2012-08-28 20:29:02.810000,bill,
or,2011 Regular Session,lower,HB 2115,Modifies law that allows member of Public Employees Retirement System to request verification of retirement data before retirement.,2011-06-13 14:46:07.101000,2012-08-28 20:29:02.806000,bill,
or,2011 Regular Session,lower,HB 2116,Allows Oregon Student Assistance Commission to include loans in calculation of student share when awarding Oregon Opportunity Grant to student attending community college.,2011-06-13 14:46:07.116000,2012-08-28 20:29:02.964000,bill,Transportation|Legislative Affairs
or,2011 Regular Session,lower,HB 2117,"Corrects references to deleted provision relating to schools that offer certain religious degrees that, on specified date, had obtained religious exemption adopted by rule by Oregon Student Assistance Commission.",2011-06-13 14:46:07.112000,2012-08-28 20:29:02.936000,bill,
or,2011 Regular Session,lower,HB 2118,"Redefines Oregon University System as public university system, consisting of office of Chancellor of Oregon University System and seven public universities with more authority and independence to manage affairs, operations and obligations.",2011-06-13 14:46:07.056000,2012-08-28 20:29:02.557000,bill,Commerce|State Agencies|Insurance|Legislative Affairs
or,2011 Regular Session,lower,HB 2119,Retains in Oregon University System Fund existing portion of interest and investment income derived from Oregon University System Fund that is currently transferred to General Fund.,2011-06-13 14:46:07.052000,2012-08-28 20:29:02.536000,bill,State Agencies|Legislative Affairs
or,2011 Regular Session,lower,HB 2120,Requires manufacturer of dog or cat food product to register product with State Department of Agriculture and pay annual registration fee.,2011-06-13 14:46:02.186000,2012-08-28 20:28:59.434000,bill,Health|Business and Consumers|Animal Rights and Wildlife Issues
or,2011 Regular Session,lower,HB 2121,Allows Environmental Quality Commission and State Department of Agriculture to enter into memorandum of understanding that provides for department to operate program for prevention of water pollution from chemical wastes and discharges of biological materials.,2011-06-13 14:46:06.423000,2012-08-28 20:28:38.426000,bill,Agriculture and Food|Environmental|State Agencies
or,2011 Regular Session,lower,HB 2122,"Prohibits transporting firewood into or within Oregon and selling firewood in Oregon, unless firewood has been harvested in Oregon, Idaho or Washington or firewood meets certain standards.",2011-06-13 14:46:06.432000,2012-08-28 20:28:59.455000,bill,Agriculture and Food|Environmental|Business and Consumers|Animal Rights and Wildlife Issues
or,2011 Regular Session,lower,HB 2123,Authorizes State Forester to authorize payment of costs and reasonable attorney fees of firefighter alleged to have committed misdemeanor or felony in course of fire suppression activities.,2011-06-13 14:46:06.450000,2012-08-28 20:28:59.467000,bill,
or,2011 Regular Session,lower,HB 2124,Extends and modifies privilege taxes on merchantable forest products harvested on forestlands.,2011-06-13 14:46:06.379000,2012-08-28 20:28:59.338000,bill,
