state,session,chamber,bill_id,title,created_at,updated_at,type,subjects
ca,20092010,lower,AB 1015,"An act to add Section 381c to the Penal Code, relating to nitrous oxide.",2010-07-09 17:25:24.458000,2012-04-06 17:16:57.121000,bill|fiscal committee|local program,Legal Issues|Family and Children Issues
ca,20092010,lower,AB 1016,"An act to amend Section 1250.310 of the Code of Civil Procedure, to amend Section 14074 of the Corporations Code, to repeal Sections 17925 and 41304 of, and to repeal Part 10.7 (commencing with Section 17910) of Division 1 of Title 1 of, the Education Code, to amend Sections 32940 and 32942 of the Financial Code, to amend Sections 9100 and 9101 of the Fish and Game Code, to amend Sections 11041, 11550, 11553, 11553.5, 12802.5, 12805, 14450, 14684, 14684.1, 15814.22,
	 15814.23, 15814.30, 15814.34, 16366.2, 16366.35, 16366.6, 16366.7, 16367.6, 66645, and 66646 of, to amend and renumber Section 15814.25 of, to amend, repeal, and add Sections 12730 and 16367.5 of, to repeal Sections 16366.3, 16366.4, 16366.5, 16366.8, 16366.9, 16367.61, 16367.65, 16367.7, and 16367.8 of, and to repeal and add Section 16366.1 of, the Government Code, to amend Sections 3808, 3810, 3822, 3822.1, 3822.2, 4799.16, 6815.2, 14584, 21080, 25000.1, 25005.5, 25104, 25106, 25107, 25110, 25112, 25123, 25205, 25207, 25209, 25210, 25211, 25212, 25213, 25214, 25215 25216, 25216.3, 25216.5, 25217.1, 25218, 25218.5, 25220, 25221, 25222, 25223, 25224, 25225, 25226, 25301, 25302, 25303, 25304, 25305, 25305.5, 25306, 25310, 25320, 25321, 25322, 25323, 25324, 25331, 25332, 25333, 25334, 25335, 25336, 25337, 25338, 25339, 25340, 25341, 25354, 25356, 25357, 25358, 25362, 25364, 25366, 25400, 25401, 25401.2, 25401.5, 25401.6, 25401.7, 25401.9, 25402, 25402.1, 25402.2, 25402.3, 25402.4, 25402.5, 25402.5.4, 25402.6,
	 25402.7, 25402.8, 25402.9, 25403, 25403.5, 25403.8, 25404, 25405.5, 25405.6, 25410.5, 25410.6, 25412, 25413, 25414, 25415, 25416, 25417, 25417.5, 25419, 25420, 25422, 25426, 25433.5, 25434, 25434.5, 25441, 25442, 25442.5, 25442.7, 25443, 25443.5, 25445, 25449.3, 25450, 25450.1, 25450.3, 25450.4, 25450.5, 25460, 25461, 25462, 25463, 25470, 25471, 25472, 25473, 25474, 25494, 25495, 25496, 25500, 25500.5, 25501, 25501.7, 25508, 25517, 25519, 25520, 25521, 25522, 25523, 25524.1, 25524.2, 25525, 25526, 25527, 25528, 25529, 25530, 25531, 25532, 25534, 25534.1, 25534.2, 25537, 25538, 25539, 25540, 25540.1, 25540.2, 25540.3, 25540.5, 25541, 25541.1, 25541.5, 25542, 25543, 25601, 25602, 25603, 25605, 25605.5, 25608, 25609, 25609.5, 25610, 25616, 25617, 25618, 25630, 25650, 25678, 25679, 25696, 25696.5, 25697, 25700, 25701, 25702, 25703, 25704, 25705, 25720, 25721, 25722, 25722.5, 25722.6, 25722.7, 25723, 25740.5, 25741, 25771, 25772, 25773, 25782, 25783, 25784, 25802, 25803, 25900, 25901, 25902, 25910, 25911, 25912,
	 25942, 25960, 25961, 25962, 25963, 25964, 25965, 25967, 25968, 26004, 26011.5, 26011.6, and 30404 of, to amend the heading of Chapter 3 (commencing with Section 25200) of Division 15 of, to add Sections 3806.5, 25104.1, 25104.2, 25205.5, 25207.5, 25208, 25544, and 25545 to, to amend and repeal Section 25449 of, to add Chapter 3.5 (commencing with Section 25227) to Division 15 of, to add Chapter 5.10 (commencing with Section 25499) to Division 15 of, to repeal Sections 3805.5, 25113, 25217, 25217.5, 25502, 25502.3, 25503, 25504, 25504.5, 25505, 25506, 25506.5, 25507, 25509, 25509.5, 25510, 25511, 25512, 25512.5, 25513, 25514, 25514.3, 25514.5, 25515, 25516, 25516.1, 25516.5, 25516.6, 25520.5, 25524.5, 25540.4, 25540.6, and 25603.5 of, to repeal Article 3 (commencing with Section 25435) of Chapter 5.3 of Division 15 of, and to repeal and add Sections 25120, 25200, 25201, 25202, 25203, 25204, 25206, and 25219 of, the Public Resources Code, to amend Sections 332.1, 348, 352, 353.7, 366.1, 366.2, 384, 398.3,
	 398.5, 399.2.5, 399.8, 399.11, 399.12, 399.12.5, 399.13, 399.15, 399.16, 399.17, 454.5, 464, 848.1, 1001, 1731, 1768, 1822, 2774.6, 2826.5, 2827, and 9502 of, to add Sections 322, 345.1, 345.2, and 411 to, to repeal Sections 346, 350, 360, 365 of, and to repeal Article 2 (commencing with Section 334) of Chapter 2.3 of Part 1 of Division 1 of, the Public Utilities Code, relating to energy.",2010-07-09 17:25:24.515000,2012-04-06 17:16:57.183000,bill|fiscal committee,Energy|State Agencies
ca,20092010,lower,AB 1017,"An act to add and repeal Section 680.1 of the Penal Code, relating to sexual assault crimes.",2010-07-09 17:25:25.399000,2012-04-06 17:16:57.209000,bill|fiscal committee|local program,Crime
ca,20092010,lower,AB 1018,"An act to amend Sections 13308 and 13337 of, and to add Section 13308.1 to, the Government Code, relating to state finance.",2010-07-09 17:25:25.439000,2012-04-06 17:16:57.223000,bill|fiscal committee,"Budget, Spending, and Taxes"
ca,20092010,lower,AB 1019,"An act to add Division 10.56 (commencing with Section 11972.10) to the Health and Safety Code, relating to alcohol abuse programs, and making an appropriation therefor.",2010-07-09 17:25:25.505000,2012-04-06 17:16:57.234000,bill|appropriation|fiscal committee,Other
ca,20092010,lower,AB 102,"An act to add Section 5006.43 to the Public Resources Code, relating to parks.",2010-07-09 17:25:25.576000,2012-04-06 17:16:57.250000,bill|fiscal committee,Environmental
ca,20092010,lower,AB 1020,"An act to amend Section 18942 of, and to add Sections 116064.1 and 116064.2 to, the Health and Safety Code, relating to swimming pools.",2010-07-09 17:25:25.641000,2012-04-06 17:16:57.267000,bill|fiscal committee|local program,Public Services|Recreation
ca,20092010,lower,AB 1021,"An act to add Section 112046 to the Health and Safety Code, relating to food safety.",2010-07-09 17:25:25.685000,2012-04-06 17:16:57.279000,bill|fiscal committee,
ca,20092010,lower,AB 1022,"An act to add Section 14201.8 to the Penal Code, relating to missing children.",2010-07-09 17:25:25.750000,2012-04-06 17:16:57.299000,bill|fiscal committee,
ca,20092010,lower,AB 1023,"An act to amend Section 399.20 of the Public Utilities Code, relating to energy.",2010-07-09 17:25:25.787000,2012-04-06 17:16:57.312000,bill|fiscal committee,Energy
ca,20092010,lower,AB 1024,"An act to amend Sections 9074 and 9075 of, and to add Section 9929 to, the Government Code, and to amend Section 10295 of the Public Contract Code, relating to the Legislature.",2010-07-09 17:25:25.843000,2012-04-06 17:16:57.321000,bill|fiscal committee,
ca,20092010,lower,AB 1025,"An act to amend Section 44258.7 of, and to add Sections 44346.5 and 49024 to, the Education Code, relating to school employees and volunteers.",2010-07-09 17:25:25.924000,2012-04-06 17:16:57.338000,bill|fiscal committee,
ca,20092010,lower,AB 1026,"An act to amend Section 179 of the Government Code, relating to state government.",2010-07-09 17:25:25.984000,2012-04-06 17:16:57.352000,bill,Public Services
ca,20092010,lower,AB 1027,"An act to add Section 25785 to the Public Resources Code, relating to energy.",2010-07-09 17:25:26.021000,2012-04-06 17:16:57.360000,bill|fiscal committee,Energy
ca,20092010,lower,AB 1028,"An act to add and repeal Section 6398 to the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",2010-07-09 17:25:26.080000,2012-04-06 17:16:57.370000,bill|fiscal committee|local program|urgency|tax levy,"Commerce|Energy|Budget, Spending, and Taxes"
ca,20092010,lower,AB 1029,"An act to add Section 2923.57 to the Civil Code, to amend Sections 16182, 16183, 16200, 16202, 16211, 16211.5, and 16213 of, and to repeal and add Section 16180 of, the Government Code, and to amend Sections 2505, 2514, 2515, 20503, 20505, 20582, 20583, 20583.1, 20585, 20586, 20621, 20622, 20639.1, 20639.6, 20639.8, 20639.9, 20639.11, 20640.1, 20640.3, 20640.4, 20640.6, 20640.8, 20640.9, 20640.11, 20641, 20643 of, to add Sections 20584.1, 20587, 20588, 20589, 20590, 20591, and 20648 to, to repeal Section 20623 and Chapter 3 (commencing with Section 20625) of Part 10.5
	 of Division 2 of, and to repeal and add Section 20602 of, the Revenue and Taxation Code, relating to taxation, and declaring the urgency thereof, to take effect immediately.",2010-07-09 17:25:26.151000,2012-04-06 17:16:57.387000,bill|fiscal committee|urgency,
ca,20092010,lower,AB 103,"An act to add and repeal Section 62.3 of the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",2010-07-09 17:25:26.338000,2012-04-06 17:16:57.400000,bill|fiscal committee|local program|urgency|tax levy,Housing and Property
ca,20092010,lower,AB 1030,"An act to add Section 14017 to the Government Code, relating to renewable energy projects.",2010-07-09 17:25:26.408000,2012-04-06 17:16:57.415000,bill|fiscal committee,
ca,20092010,lower,AB 1031,"An act to amend Section 2830 of the Public Utilities Code, relating to energy.",2010-07-09 17:25:26.454000,2012-04-06 17:16:57.431000,bill,Energy
ca,20092010,lower,AB 1032,"An act to add Section 99500.5 to the Government Code, relating to international relations.",2010-07-09 17:25:26.513000,2012-04-06 17:16:57.443000,bill|fiscal committee,Resolutions
ca,20092010,lower,AB 1033,"An act to add Section 38567 to the Health and Safety Code, relating to air pollution.",2010-07-09 17:25:26.569000,2012-04-06 17:16:57.452000,bill|fiscal committee,
ca,20092010,lower,AB 1034,"An act to amend Sections 31468 and 31522.5 of the Government Code, relating to retirement.",2010-07-09 17:25:26.608000,2012-04-06 17:16:57.463000,bill,
ca,20092010,lower,AB 1035,"An act to amend Section 25501 of the Public Resources Code, relating to energy.",2010-07-09 17:25:26.665000,2012-04-06 17:16:57.472000,bill,Energy
ca,20092010,lower,AB 1036,"An act to amend Sections 326.3 and 326.4 of the Penal Code, relating to bingo.",2010-07-09 17:25:26.703000,2012-04-06 17:16:57.481000,bill|fiscal committee,
ca,20092010,lower,AB 1037,"An act to add and repeal Article 2.75 (commencing with Section 14087.481) of Chapter 7 of Part 3 of Division 9 of the Welfare and Institutions Code, relating to Medi-Cal.",2010-07-09 17:25:26.767000,2012-04-06 17:16:57.491000,bill|fiscal committee,Health
ca,20092010,lower,AB 1038,"An act to amend Section 1276.5 of the Health and Safety Code, relating to health facilities.",2010-07-09 17:25:26.833000,2012-04-06 17:16:57.500000,bill|fiscal committee|local program,Health
ca,20092010,lower,AB 1039,"An act to add Section 33355 to the Education Code, relating to interscholastic sports.",2010-07-09 17:25:26.870000,2012-04-06 17:16:57.508000,bill|fiscal committee|local program,Education
ca,20092010,lower,AB 104,"An act to amend Section 17085 of the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",2010-07-09 17:25:26.934000,2012-04-06 17:16:57.523000,bill|fiscal committee|urgency|tax levy,"Labor and Employment|Budget, Spending, and Taxes"
ca,20092010,lower,AB 1040,"An act to add Section 905 to the Code of Civil Procedure, relating to civil actions.",2010-07-09 17:25:27.001000,2012-04-06 17:16:57.534000,bill,Legal Issues
ca,20092010,lower,AB 1041,"An act to add Section 116281 to the Health and Safety Code, relating to drinking water.",2010-07-09 17:25:27.041000,2012-04-06 17:16:57.543000,bill,Environmental|Health
ca,20092010,lower,AB 1042,"An act to amend Sections 53097 and 65352.2 of the Government Code, relating to local government.",2010-07-09 17:25:27.100000,2012-04-06 17:16:57.551000,bill|fiscal committee|local program,
ca,20092010,lower,AB 1043,An act relating to air pollution.,2010-07-09 17:25:27.153000,2012-04-06 17:16:57.559000,bill,Energy
ca,20092010,lower,AB 1044,"An act to amend Sections 1569.651, 1569.682, 1569.80, 1770, 1771, 1771.7, 1771.8, 1776, 1776.2, 1776.3, 1776.6, 1777.2, 1779, 1779.4, 1779.6, 1781, 1783.3, 1785, 1788, 1788.4, 1789, 1789.4, 1790, 1792.2, 1792.3, 1792.4, 1792.5, 1792.6, 1792.7, 1792.8, 1792.10, 1793, 1793.6, 1793.7, 1793.8, 1793.13, 1793.21, 1793.23, 1793.31, 1793.50, 1793.58, 1793.60, and 1793.62 of, to add Sections 1770.5, 1777.5, 1789.15, 1791.5, 1793.32, 1793.33, 1793.34, 1793.35, and 1793.36 to, and to repeal and add Section 1778 of, the Health and Safety Code,
	 and to amend Sections 14006.01 and 14139.3 of the Welfare and Institutions Code, relating to continuing care retirement.",2010-07-09 17:25:27.186000,2012-04-06 17:16:57.584000,bill|fiscal committee,Senior Issues|Health
ca,20092010,lower,AB 1045,"An act to amend Section 121023 of the Health and Safety Code, relating to public health.",2010-07-09 17:25:27.289000,2012-04-06 17:16:57.607000,bill|fiscal committee,Health
ca,20092010,lower,AB 1046,"An act to amend Sections 703.150 and 704.730 of the Code of Civil Procedure, relating to enforcement of judgments.",2010-07-09 17:25:27.354000,2012-04-06 17:16:57.623000,bill|fiscal committee,Housing and Property|Legal Issues
ca,20092010,lower,AB 1047,"An act to amend Section 16727 of, and to add Section 63037 to, the Government Code, relating to state funds, and making an appropriation therefor.",2010-07-09 17:25:27.409000,2012-04-06 17:16:57.633000,bill|appropriation|fiscal committee,Commerce
ca,20092010,lower,AB 1048,"An act to amend Section 1255.7 of the Health and Safety Code, relating to child protection.",2010-07-09 17:25:27.484000,2012-04-06 17:16:57.652000,bill|fiscal committee|local program,Family and Children Issues
ca,20092010,lower,AB 1049,"An act to add and repeal Article 18 (commencing with Section 18887) of Chapter 3 of Part 10.2 of Division 2 of the Revenue and Taxation Code, relating to taxation.",2010-07-09 17:25:27.559000,2012-04-06 17:16:57.672000,bill|fiscal committee,"Budget, Spending, and Taxes"
ca,20092010,lower,AB 105,"An act making appropriations for the support of the government of the State of California and for several public purposes in accordance with the provisions of Section 12 of Article IV of the Constitution of the State of California, and declaring the urgency thereof, to take effect immediately.",2010-07-09 17:25:27.614000,2012-04-06 17:16:57.685000,bill|appropriation|fiscal committee|urgency,
ca,20092010,lower,AB 1050,"An act to amend Section 3042 of the Family Code, relating to child custody.",2010-07-09 17:25:27.704000,2012-04-06 17:16:57.702000,bill|fiscal committee,Family and Children Issues
ca,20092010,lower,AB 1051,"An act to add Article 3.7 (commencing with Section 989) to Chapter 6 of Division 4 of the Military and Veterans Code, relating to veterans.",2010-07-09 17:25:27.778000,2012-04-06 17:16:57.720000,bill|fiscal committee,Military|Insurance
ca,20092010,lower,AB 1052,"An act to amend Section 7361 of, to amend, renumber, and add Section 7362 of, to add Section 7364 to, and to repeal Sections 7360 and 7363 of, the Fish and Game Code, relating to sport fishing.",2010-07-09 17:25:27.853000,2012-04-06 17:16:57.737000,bill|fiscal committee,Recreation
ca,20092010,lower,AB 1053,"An act to add Section 1766.2 to, to add and repeal Chapter 4 (commencing with Section 1400) of Part 1 of Division 2 of, and to repeal Chapter 4 (commencing with Section 1300) of Part 1 of Division 2 of, the Welfare and Institutions Code, relating to juveniles.",2010-07-09 17:25:27.944000,2012-04-06 17:16:57.767000,bill|fiscal committee,Family and Children Issues|Crime
ca,20092010,lower,AB 1054,"An act to amend Section 1861.05 of the Insurance Code, relating to insurance rates.",2010-07-09 17:25:28.042000,2012-04-06 17:16:57.780000,bill|fiscal committee,
ca,20092010,lower,AB 1055,"An act to amend Sections 11834.02, 11839.6, and 11876 of the Health and Safety Code, relating to alcoholism or drug abuse treatment.",2010-07-09 17:25:28.078000,2012-04-06 17:16:57.790000,bill|fiscal committee,Public Services|Health
ca,20092010,lower,AB 1056,"An act to amend Section 4581 of the Public Resources Code, relating to forest practices.",2010-07-09 17:25:28.143000,2012-04-06 17:16:57.798000,bill,Environmental
ca,20092010,lower,AB 1057,"An act to amend Sections 10830, 11020, 11450, 11450.12, 11450.13, and 11451.5 of, to add Section 18900.11 to, and to repeal and add Sections 11004.1, 11265.1, 11265.2, 11265.3, and 18910 of, the Welfare and Institutions Code, relating to public social services.",2010-07-09 17:25:28.205000,2012-04-06 17:16:57.808000,bill|fiscal committee|local program,Labor and Employment|Welfare and Poverty
ca,20092010,lower,AB 1058,"An act to amend Sections 11155, 11155.1, and 11257 of the Welfare and Institutions Code, relating to CalWORKs.",2010-07-09 17:25:28.281000,2012-04-06 17:16:57.821000,bill|fiscal committee|local program,Transportation|Welfare and Poverty
ca,20092010,lower,AB 1059,"An act to amend Sections 7113.5, 17027, 17028, 17511.4, 17550.52, 17919, 20021, 22903, and 24071 of the Business and Professions Code, to amend Sections 1785.13, 1786.18, 1788.14, and 1812.206 of the Civil Code, to amend Section 703.130 of the Code of Civil Procedure, to amend Sections 1400, 1401, 1402, 1403, 6110, 6610, 8110, 8610, 9650, 9680, 12560, 12630, 15642, 23005, 25103, 25248, and 28710 of the Corporations Code, to amend Sections 867, 1203, 1781, 1889, 6152, 12307.2, 16202, 16902, 17415, 18477, 31709, 34109, and 50319 of the Financial Code, to amend Section 1058 of the Fish and Game Code, to amend Section 58503.1 of the Food and Agricultural Code, to amend Sections 65863.7 and 65863.12 of the Government Code, to amend
	 Sections 1793.62, 129174.1, 25169.3, 25245, 25359.5, 25359.6, and 25396 of the Health and Safety Code, to amend Section 11655 of the Insurance Code, to amend Section 15643 of the Probate Code, to amend Section 4107 of the Public Contract Code, to amend Section 11923 of the Revenue and Taxation Code, to amend Section 9185 of the Streets and Highways Code, and to amend Section 9859 of the Vehicle Code, relating to bankruptcy.",2010-07-09 17:25:28.326000,2012-04-06 17:16:57.844000,bill,Legal Issues
ca,20092010,lower,AB 106,"An act to amend Sections 2102, 2142, 2150, 2162, and 2194 of, and to add Section 2101.5 to, the Elections Code, to amend Section 6254.4 of the Government Code, to add Section 19584.5 to the Revenue and Taxation Code, and to amend Section 12950.5 of, and to add Section 12500.5 to, the Vehicle Code, relating to elections.",2010-07-09 17:25:28.638000,2012-04-06 17:16:57.860000,bill|fiscal committee|local program,Campaign Finance and Election Issues
ca,20092010,lower,AB 1060,"An act to add Section 23394.7 to the Business and Professions Code, relating to alcoholic beverages.",2010-07-09 17:25:28.759000,2012-04-06 17:16:57.882000,bill|fiscal committee|local program,Legal Issues
ca,20092010,lower,AB 1061,"An act to repeal and add Section 1353.8 of the Civil Code, relating to common interest developments.",2010-07-09 17:25:28.815000,2012-04-06 17:16:57.901000,bill,Environmental
ca,20092010,lower,AB 1062,"An act to amend Sections 17250.25 and 81703 of the Education Code, and to amend Sections 20133, 20175.2, and 20209.8 of the Public Contract Code, relating to public contracts.",2010-07-09 17:25:28.866000,2012-04-06 17:16:57.915000,bill,Labor and Employment
ca,20092010,lower,AB 1063,"An act to amend Sections 17250.25 and 81703 of the Education Code, and to amend Sections 20133, 20175.2, and 20209.8 of the Public Contract Code, relating to public contracts.",2010-07-09 17:25:28.937000,2012-04-06 17:16:57.924000,bill,Housing and Property|Labor and Employment
ca,20092010,lower,AB 1064,"An act to amend Sections 17250.30 and 81704 of the Education Code, and to amend Sections 20133, 20175.2, and 20209.7 of the Public Contract Code, relating to public contracts.",2010-07-09 17:25:28.986000,2012-04-06 17:16:57.934000,bill|fiscal committee,Housing and Property|Labor and Employment
ca,20092010,lower,AB 1065,"An act to amend Sections 12206, 17058, and 23610.5 of, and to add Sections 17053.15 and 23608.4 to, the Revenue and Taxation Code, relating to taxation, and declaring the urgency thereof, to take effect immediately.",2010-07-09 17:25:29.055000,2012-04-06 17:16:57.944000,bill|fiscal committee|urgency|tax levy,
ca,20092010,lower,AB 1066,"An act to amend, repeal, and add Section 4590 of the Public Resources Code, relating to forest practices.",2010-07-09 17:25:29.136000,2012-04-06 17:16:57.961000,bill|fiscal committee,Environmental
ca,20092010,lower,AB 1067,"An act to amend Sections 39807.5, 41850, 48853.5, and 49069.5 of the Education Code, and to amend Sections 358.1, 11460, 16010, and 16500.1 of, and to add Section 10104 to, the Welfare and Institutions Code, relating to children.",2010-07-09 17:25:29.199000,2012-04-06 17:16:57.977000,bill|fiscal committee|local program,Education|Family and Children Issues
ca,20092010,lower,AB 1068,"An act to add Section 9024 to the Elections Code, relating to elections.",2010-07-09 17:25:29.278000,2012-04-06 17:16:57.989000,bill,Legislative Affairs
ca,20092010,lower,AB 1069,"An act to amend Sections 5265 and 5776 of the Food and Agricultural Code, relating to plant pests.",2010-07-09 17:25:29.340000,2012-04-06 17:16:58.006000,bill|fiscal committee,
ca,20092010,lower,AB 107,"An act to amend Sections 4802, 4808, 4810, 4848, 4848.3, 4849, 4875, 4875.2, 4875.6, 4876, 4883, 4885, 4886, 4887, 4900, 4901, 4901.1, and 4901.2 of, to amend, repeal, and add Section 4839 of, and to add Section 4841.4 to, the Business and Professions Code, relating to veterinary medicine, and making an appropriation therefor.",2010-07-09 17:25:29.399000,2012-04-06 17:16:58.026000,bill|appropriation|fiscal committee,Other
ca,20092010,lower,AB 1070,"An act to amend Sections 801.01, 2006, 2008, 2225.5, 2227, and 2425.3 of, and to add Section 804.5 to, the Business and Professions Code, and to amend Sections 12529, 12529.5, 12529.6, and 12529.7 of the Government Code, relating to healing arts.",2010-07-09 17:25:29.506000,2012-04-06 17:16:58.046000,bill|fiscal committee|local program,Health
ca,20092010,lower,AB 1071,"An act to amend Sections 2001, 2020, 2460, 2701, 2708, 3010.5, 3014.6, 3685, 3710, 4001, 4003, 4110, 4127.8, 4160, 4400, and 5810 of, to add and repeal Section 3686 of, and to repeal Section 4127.5 of, the Business and Professions Code, relating to professions and vocations, and making an appropriation therefor.",2010-07-09 17:25:29.591000,2012-04-06 17:16:58.066000,bill|appropriation|fiscal committee,Labor and Employment
ca,20092010,lower,AB 1072,"An act to amend Section 8879.55 of, and to repeal Section 8879.56 of, the Government Code, relating to transportation, and declaring the urgency thereof, to take effect immediately.",2010-07-09 17:25:29.697000,2012-04-06 17:16:58.084000,bill|fiscal committee|urgency,Public Services|Transportation
ca,20092010,lower,AB 1073,"An act to amend Section 1568.15 of the Health and Safety Code, relating to public health.",2010-07-09 17:25:29.767000,2012-04-06 17:16:58.095000,bill,
ca,20092010,lower,AB 1074,"An act to amend Section 7027.3 of the Business and Professions Code, relating to contractors.",2010-07-09 17:25:29.830000,2012-04-06 17:16:58.106000,bill|fiscal committee|local program,Labor and Employment|Legal Issues
ca,20092010,lower,AB 1075,"An act to add Sections 187 and 14408.5 to the Financial Code, relating to financial institutions.",2010-07-09 17:25:29.866000,2012-04-06 17:16:58.118000,bill|fiscal committee,Commerce
ca,20092010,lower,AB 1076,"An act to amend Section 53545.13 of the Health and Safety Code, to amend and supplement the Budget Act of 2007 (Chapters 171 and 172 of the Statutes of 2007) by amending Item 2240-101-6069 of Section 2.00 of that act, and to amend and supplement the Budget Act of 2009 (Chapter 1 of the 2009-10 Third Extraordinary Session) by amending Item 2240-101-6069 of Section 2.00 of that act, relating to housing and community development.",2010-07-09 17:25:29.927000,2012-04-06 17:16:58.190000,bill|fiscal committee,
ca,20092010,lower,AB 1077,"An act to add Section 17140.6 to the Revenue and Taxation Code, relating to taxation, to take effect immediately, tax levy.",2010-07-09 17:25:30.062000,2012-04-06 17:16:58.203000,bill|fiscal committee|urgency|tax levy,"Military|Budget, Spending, and Taxes"
ca,20092010,lower,AB 1078,"An act to amend Section 130350.5 of the Public Utilities Code, relating to transportation, and declaring the urgency thereof, to take effect immediately.",2010-07-09 17:25:30.110000,2012-04-06 17:16:58.219000,bill|urgency,
ca,20092010,lower,AB 1079,"An act to add Section 71103.5 to the Public Resources Code, relating to the environment.",2010-07-09 17:25:30.179000,2012-04-06 17:16:58.239000,bill|fiscal committee,Environmental
